start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.0210286,1.9635886,0,58,#C C drops hands down
1.9635886,2.8607486,58,85,#C C turns on the tap
2.8607486,3.4801686000000003,85,104,#C C puts detergent in the hand
3.4801686000000003,7.7640686,104,232,#C C smears the detergent in the hand
7.7640686,12.273538599999998,232,368,#C C washes the hand
12.273538599999998,14.8956986,368,446,#C C turns off the tap
14.8956986,16.3737286,446,491,#C C takes chopping sticks
16.3737286,18.4764686,491,554,#C C takes scissors
18.4764686,18.9126686,554,567,#C C pushes polythene bag aside
18.9126686,19.692918600000002,567,590,#C C pushes bottle aside
19.692918600000002,21.269308600000002,590,637,#C C takes a nylon paper
21.269308600000002,24.6119786,637,738,#C C cuts the paper
24.6119786,25.5214986,738,765,#C C puts scissors on the table
25.5214986,26.1828186,765,785,#C C puts paper on the table
26.1828186,26.807958600000003,785,804,#C C takes a paper
26.807958600000003,27.6109386,804,828,#C C takes a plate
27.6109386,28.9471186,828,868,#C C puts plate on the table
28.9471186,29.757588600000002,868,892,#C C takes a pan
29.757588600000002,30.952778600000002,892,928,#C C puts plates on the table
30.952778600000002,31.7601886,928,952,#C C holds the bowl
31.7601886,33.3464386,952,1000,#C C puts pan in the sink
33.3464386,35.0439886,1000,1051,#C C takes the plate
35.0439886,37.9320986,1051,1137,#C C puts pea pods in the plate
37.9320986,38.5811686,1137,1157,#C C puts bowl in the sink
38.5811686,40.0160486,1157,1200,#C C moves a step
40.0160486,41.4533186,1200,1243,#C C puts plate on the table
41.4533186,47.5833986,1243,1427,#C C takes a paper
47.5833986,48.811578600000004,1427,1464,#C C takes scissors
48.811578600000004,54.0560186,1464,1621,#C C cuts the paper with scissors
54.0560186,56.3413786,1621,1690,#C C puts scissors on the table
56.3413786,57.7382486,1690,1732,#C C puts a piece of paper on the table
57.7382486,59.0331886,1732,1770,#C C takes polythene bag and a bottle
59.0331886,60.6303986,1770,1818,#C C puts bottle on the table
60.6303986,63.7625386,1818,1912,#C C takes a plate
63.7625386,64.3863186,1912,1931,#C C puts plate on the table
64.3863186,66.8890986,1931,2006,#C C unties the polythene bag
66.8890986,70.5825886,2006,2117,#C C pours flour in the plate
70.5825886,75.0674286,2117,2251,#C C ties the polythene bag
75.0674286,75.8102486,2251,2274,#C C takes a plate
75.8102486,77.2427986,2274,2317,#C C puts polythene bag on the table
77.2427986,79.41794859999999,2317,2382,#C C pours flour in the polythene bag
79.41794859999999,79.4929686,2382,2384,#C C turns on the tap
79.4929686,80.6045786,2384,2418,#C C puts water in the plate
80.6045786,81.2453286,2418,2437,#C C turns off the table
81.2453286,81.45904859999999,2437,2443,#C C moves step
81.45904859999999,82.7977686,2443,2483,#C C takes chopping stick
82.7977686,85.9957786,2483,2579,#C C stirs with chopping sticks
85.9957786,86.5778986,2579,2597,#C C puts chopping stick on the chopping board
86.5778986,87.83203859999999,2597,2634,#C C moves step
87.83203859999999,88.2234586,2634,2646,#C C puts scissors aside
88.2234586,89.7975086,2646,2693,#C C puts plate on the table
89.7975086,90.9366986,2693,2727,#C C takes pan
90.9366986,91.80037859999999,2727,2753,#C C takes #unsure
91.80037859999999,93.44284859999999,2753,2803,#C C puts scissors aside
93.44284859999999,93.98976859999999,2803,2819,#C C puts pan on the table
93.98976859999999,96.83888859999999,2819,2905,#C C looks around the room
96.83888859999999,100.39758859999999,2905,3011,#C C takes a spoon
100.39758859999999,103.0747286,3011,3092,#C C stirs food with a spoon
103.0747286,103.9402286,3092,3118,#C C pushes pan aside
103.9402286,114.2530386,3118,3427,#C C holds the paper
114.2530386,117.9648986,3427,3538,#C C turns the paper
117.9648986,126.0283786,3538,3780,#C C removes a piece of paper
126.0283786,127.6474286,3780,3829,#C C puts paper on the table
127.6474286,133.9405386,3829,4018,#C C puts a piece of paper on the plate
133.9405386,136.7799186,4018,4103,#C C serves the food
136.7799186,140.08591859999999,4103,4202,#C C touches the food
140.08591859999999,141.7516786,4202,4252,#C C serves the food
141.7516786,143.4211286,4252,4302,#C C puts spoon in the pan
143.4211286,152.3021986,4302,4568,#C C folds the food with the paper
152.3021986,152.9443086,4568,4588,#C C touches the mixer in the saucer
152.9443086,153.8858986,4588,4616,#C C gums the paper
153.8858986,154.8439186,4616,4645,#C C moves a step
154.8439186,156.9956286,4645,4709,#C C takes polythene paper
156.9956286,159.8217186,4709,4794,#C C unties the polythene bag
159.8217186,165.48902859999998,4794,4964,#C C pours flour in the plate
165.48902859999998,170.33958859999998,4964,5110,#C C ties the polythene bag
170.33958859999998,172.5247886,5110,5175,#C C stirs the flour with a finger
172.5247886,172.97639859999998,5175,5189,#C C gums the paper
172.97639859999998,176.1561286,5189,5284,#C C rolls the paper
176.1561286,179.6410386,5284,5389,#C C takes the paper
179.6410386,187.9824586,5389,5639,#C C turns the paper
187.9824586,194.06066859999999,5639,5821,#C C removes a piece of paper
194.06066859999999,195.6593986,5821,5869,#C C puts paper on the table
195.6593986,198.1690486,5869,5944,#C C looks at the paper
198.1690486,199.77582859999998,5944,5993,#C C puts paper on the plate
199.77582859999998,213.4493886,5993,6403,#C C serves food
213.4493886,214.8793586,6403,6446,#C C puts spoon in the pan
214.8793586,222.3286386,6446,6669,#C C folds the food with the paper
222.3286386,223.5037386,6669,6704,#C C touches the mixer in the saucer
223.5037386,226.5969086,6704,6797,#C C gums the paper
226.5969086,227.94693859999998,6797,6838,#C C puts rubbed food on the plate
227.94693859999998,230.50559859999998,6838,6915,#C C takes the paper
230.50559859999998,237.8742786,6915,7136,#C C removes a piece of paper
237.8742786,239.0447986,7136,7171,#C C puts paper on the table
239.0447986,240.0612586,7171,7201,#C C puts food on the plate
240.0612586,252.0145286,7201,7560,#C C serves food
252.0145286,253.0718686,7560,7592,#C C puts spoon in the pan
253.0718686,259.77678860000003,7592,7793,#C C folds the food with the paper
259.77678860000003,261.67035860000004,7793,7849,#C C touches the mixer in the saucer
261.67035860000004,265.0778986,7849,7952,#C C gums the paper
265.0778986,265.6896386,7952,7970,#C C puts rubbed food on the plate
265.6896386,266.88005860000004,7970,8006,#C C walks around the room
266.88005860000004,268.2407986,8006,8047,#C C lifts up the lid
268.2407986,269.45957860000004,8047,8083,#C C puts lid against the pan
269.45957860000004,270.17283860000003,8083,8105,#C C walks around the room
270.17283860000003,270.79308860000003,8105,8123,#C C turns on the tap
270.79308860000003,272.20687860000004,8123,8166,#C C washes the hand
272.20687860000004,272.99136860000004,8166,8189,#C C takes sponge
272.99136860000004,276.2558186,8189,8287,#C C washes the bowl
276.2558186,276.31757860000005,8287,8289,#C C puts sponge in the sink
276.31757860000005,283.5998086,8289,8507,#C C rinses the bowl
283.5998086,284.27955860000003,8507,8528,#C C puts bowl in the basket
284.27955860000003,289.3709286,8528,8680,#C C washes the pan
289.3709286,290.1004686,8680,8702,#C C puts sponge in the sink
290.1004686,292.74571860000003,8702,8782,#C C arranges the sponges in the sink
292.74571860000003,300.67643860000004,8782,9020,#C C rinses the pan
300.67643860000004,302.76466860000005,9020,9082,#C C puts pan in the bucket
302.76466860000005,303.60612860000003,9082,9108,#C C wipes the hand with a towel
303.60612860000003,305.3377186,9108,9160,#C C moves a step
305.3377186,309.2755986,9160,9278,#C C removes bottle seal
309.2755986,310.91283860000004,9278,9327,#C C opens the bottle top
310.91283860000004,311.9308386,9327,9357,#C C moves a step
311.9308386,312.5793386,9357,9377,#C C puts bottle seal in the dust bin
312.5793386,314.3993586,9377,9431,#C C moves a step
314.3993586,316.0483286,9431,9481,#C C puts lid on the table
316.0483286,319.47463860000005,9481,9584,#C C holds the pan
319.47463860000005,323.1358986,9584,9693,#C C looks at the pan
323.1358986,326.47335860000004,9693,9794,#C C holds the pan
326.47335860000004,327.6238386,9794,9828,#C C touches the paper
327.6238386,328.5638986,9828,9856,#C C looks around
328.5638986,330.45908860000003,9856,9913,#C C puts paper in the bin
330.45908860000003,335.3666086,9913,10060,#C C holds the pan
335.3666086,337.11710860000005,10060,10113,#C C takes the bottle
337.11710860000005,349.6419286,10113,10489,#C C puts oil in the pan
349.6419286,353.4043586,10489,10601,#C C puts bottle on the table
353.4043586,353.8741986,10601,10616,#C C takes lid
353.8741986,355.0366986,10616,10650,#C C puts lid on the pan
355.0366986,356.4107286,10650,10692,#C c walks around the room
356.4107286,360.36456860000004,10692,10810,#C C takes the paper
360.36456860000004,364.1419886,10810,10924,#C C removes a paper
364.1419886,364.8838286,10924,10946,#C C puts paper on the table
364.8838286,366.60209860000003,10946,10997,#C C holds the paper
366.60209860000003,368.4315686,10997,11052,#C C puts wrapped food aside
368.4315686,369.4595486,11052,11083,#C C puts paper on the plate
369.4595486,380.45246860000003,11083,11413,#C C serves food
380.45246860000003,381.88847860000004,11413,11456,#C C puts spoon in the pan
381.88847860000004,388.4100786,11456,11652,#C C wraps food
388.4100786,390.7052686,11652,11721,#C C touches the mixer in the saucer
390.7052686,391.82707860000005,11721,11754,#C C gums the paper
391.82707860000005,392.8564286,11754,11785,#C C touches the mixer in the saucer
392.8564286,396.63457860000005,11785,11898,#C C gums the paper
396.63457860000005,398.5887686,11898,11957,#C C puts wrapped food in the plate
398.5887686,400.77826860000005,11957,12023,#C C takes the paper
400.77826860000005,407.28456860000006,12023,12218,#C C removes the paper
407.28456860000006,412.04067860000004,12218,12361,#C C puts paper on the table
412.04067860000004,420.2514486,12361,12607,#C C separates two attached papers
420.2514486,424.23720860000003,12607,12726,#C C puts paper on the table
424.23720860000003,429.1115186,12726,12873,#C C puts paper on the plate
429.1115186,434.5812086,12873,13037,#C C serves food
434.5812086,436.2644186,13037,13087,#C C puts spoon in the pan
436.2644186,442.5340186,13087,13275,#C C wraps food
442.5340186,443.73918860000003,13275,13312,#C C touches the mixer in the saucer
443.73918860000003,444.6206786,13312,13338,#C C gums the paper
444.6206786,446.1229986,13338,13383,#C C touches the mixer in the saucer
446.1229986,449.1173686,13383,13473,#C C gums the paper
449.1173686,450.2085886,13473,13506,#C C puts wrapped food in the plate
450.2085886,452.36310860000003,13506,13570,#C C takes the paper
452.36310860000003,456.0111886,13570,13680,#C C puts paper on the plate
456.0111886,469.9076986,13680,14097,#C C serves food
469.9076986,471.02295860000004,14097,14130,#C C puts spoon in the pan
471.02295860000004,478.4313986,14130,14352,#C C wraps food
478.4313986,480.32423860000006,14352,14409,#C C touches the mixer in the saucer
480.32423860000006,483.0222586,14409,14490,#C C gums the paper
483.0222586,484.9822186,14490,14549,#C C puts wrapped food in the plate
484.9822186,489.05802860000006,14549,14671,#C C takes the paper
489.05802860000006,495.1026886,14671,14852,#C C removes the paper
495.1026886,497.5039886,14852,14924,#C C puts paper on the table
497.5039886,498.6129386,14924,14958,#C C puts paper on the plate
498.6129386,510.8600086,14958,15325,#C C serves food
510.8600086,519.1410986,15325,15574,#C C wraps food
519.1410986,520.9748386,15574,15629,#C C touches the mixer in the saucer
520.9748386,525.7305786000001,15629,15771,#C C gums the paper
525.7305786000001,527.1041786,15771,15812,#C C puts wrapped food in the plate
527.1041786,536.5194286,15812,16095,#C C takes the paper
536.5194286,538.8341086,16095,16164,#C C puts paper on the table
538.8341086,540.1083486,16164,16203,#C C puts paper on the plate
540.1083486,542.9694086000001,16203,16288,#C C serves food
542.9694086000001,543.8337486,16288,16314,#C C takes a piece of food
543.8337486,545.5272486,16314,16365,#C C eats the food
545.5272486,547.8984586,16365,16436,#C C serves food
547.8984586,550.6563686000001,16436,16519,#C C puts spoon in the pan
550.6563686000001,558.5614186,16519,16756,#C C wraps food
558.5614186,564.0544986,16756,16921,#C C adds oil to the dough.
564.0544986,567.3971986,16921,17021,"#C C folds the dough, puts it aside."
567.3971986,583.2599986,17021,17497,#C C opens a dough.
583.2599986,587.2546686000001,17497,17617,#C C puts dough on the table.
587.2546686000001,592.4941586,17617,17774,#C C opens a pot lid.
592.4941586,593.3562086000001,17774,17800,#C C picks rolled dough from table.
593.3562086000001,602.2913686,17800,18068,#C C puts rolled dough in a pan.
602.2913686,608.0643186,18068,18241,#C C screeches a dough.
608.0643186,615.0856686000001,18241,18452,#C C adds #unsure to the dough.
615.0856686000001,622.5957586000001,18452,18677,#C C rolls the dough.
622.5957586000001,625.5557886,18677,18766,#C C adds oil to the dough.
625.5557886,631.0406286,18766,18931,#C C picks a polythene paper.
631.0406286,635.3074986,18931,19059,#C C adds flour in a side plate.
635.3074986,641.5708086000001,19059,19246,#C C closes the polythene paper.
641.5708086000001,645.5437786,19246,19366,#C C adds oil to a dough.
645.5437786,649.7793886000001,19366,19493,#C C stretches a dough.
649.7793886000001,670.3253886,19493,20109,#C C adds #unsure to the dough.
670.3253886,678.0680686000001,20109,20341,#C C folds the dough.
678.0680686000001,684.4088386,20341,20532,#C C adds oil to the dough.
684.4088386,687.9560686,20532,20638,#C C folds the dough.
687.9560686,689.6258686,20638,20688,#C C puts side plate in a sink.
689.6258686,693.1885086000001,20688,20795,#C C throws polythene paper in a dust bin.
