start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.0210286,3.4895986000000003,0,104,#C C wipes the hands with a towel
3.4895986000000003,5.4061186,104,162,#C C closes the cabinet
5.4061186,8.9771986,162,269,#opens the shelve
8.9771986,10.3617586,269,310,#C C removes chopsticks
10.3617586,11.612358599999999,310,348,#C C closes the shelve
11.612358599999999,14.136288599999999,348,423,#C C puts the chopsticks on the sink
14.136288599999999,16.1645286,423,484,#C C presses the gas cooker
16.1645286,18.0127586,484,540,#C C opens the shelve
18.0127586,20.9080586,540,627,#C C removes food spice
20.9080586,22.6559086,627,679,#C C opens the container
22.6559086,27.0312686,679,810,#C C pours some spice into the lid
27.0312686,28.4474786,810,853,#C C puts the spice in the water
28.4474786,30.8361886,853,924,#C C pours some spices into the lid
30.8361886,31.825608600000002,924,954,#C C puts the spice in the water
31.825608600000002,34.3680286,954,1030,#C C closes the bottle
34.3680286,35.5694186,1030,1066,#C C returns the spice into the shelve
35.5694186,38.5576886,1066,1156,#C C closes the shelve
38.5576886,44.7739086,1156,1343,#C C picks a mesh bowl with chopped carrots
44.7739086,48.6088486,1343,1458,#C C pours the carrots in the water
48.6088486,49.4962486,1458,1484,#C C picks a bowl with potatoes
49.4962486,50.8231586,1484,1524,#C C pours the potatoes in the mesh bowl
50.8231586,51.3948186,1524,1541,#C C drops the aluminum bowl in the sink
51.3948186,51.8461986,1541,1555,#C C opens the tap
51.8461986,52.1859486,1555,1565,#C C push the tap with hand
52.1859486,54.3127386,1565,1629,#C C shakes the potatoes
54.3127386,55.1329486,1629,1653,#C C closes the tap
55.1329486,59.745138600000004,1653,1792,#C C shakes the potatoes in the bowl
59.745138600000004,62.7354086,1792,1881,#C C pours the potatoes in the pot
62.7354086,63.1508786,1881,1894,#C C picks the aluminum bowl
63.1508786,63.9310786,1894,1917,#C C opens the tap
63.9310786,66.7019186,1917,2000,#C C drops the bowls in the sink
66.7019186,69.37372859999999,2000,2081,#C C closes the tap
69.37372859999999,70.9509786,2081,2128,#C C picks a tomato
70.9509786,73.40103859999999,2128,2201,#C C grabs a paper
73.40103859999999,77.4909486,2201,2324,#C C puts the tomato on a chop board
77.4909486,78.9891186,2324,2369,#C C picks the chopsticks
78.9891186,89.2585586,2369,2677,#C C stirs the potatoes
89.2585586,95.8498686,2677,2875,#C C drops the chopsticks on the board
95.8498686,97.98402859999999,2875,2939,#C C picks a paper bag
97.98402859999999,101.70766859999999,2939,3051,#C C picks another paper bag from the sink
101.70766859999999,102.9052986,3051,3087,#C C picks banana peel from the sink
102.9052986,106.55888859999999,3087,3196,#C C puts the peel in the paper bag
106.55888859999999,109.27879859999999,3196,3278,#C C puts inside the first paper bag
109.27879859999999,112.0994686,3278,3362,#C C cleans the waste from the sink
112.0994686,115.0635686,3362,3451,#C C puts the waste in the paper bag
115.0635686,116.4026686,3451,3491,#C C opens the tap
116.4026686,117.69423859999999,3491,3530,#C C pulls the tap
117.69423859999999,120.6987886,3530,3620,#C C washes the hand
120.6987886,121.6954986,3620,3650,#C C picks a dish
121.6954986,124.57540859999999,3650,3737,#C C drops it in the sink
124.57540859999999,128.97746859999998,3737,3869,#C C twists the paper bag
128.97746859999998,130.20715859999999,3869,3906,#C C turns the tap
130.20715859999999,132.6923186,3906,3980,#C C picks another paper bag
132.6923186,137.4766086,3980,4124,#C C puts the waste inside the paper bag
137.4766086,138.5119386,4124,4155,#C C drops the waste on the sink
138.5119386,141.4469086,4155,4243,#C C washes the hands
141.4469086,143.2670386,4243,4297,#C C push the tap a little bit
143.2670386,144.12924859999998,4297,4323,#C C washes the hands
144.12924859999998,145.8011286,4323,4373,#C C closes the tap
145.8011286,150.87771859999998,4373,4526,#C C wipes the hands on a towel
150.87771859999998,152.6603986,4526,4579,#C C opens a shelve
152.6603986,153.5074986,4579,4605,#C C picks a cooking spoon
153.5074986,155.71735859999998,4605,4671,#C C closes the shelve
155.71735859999998,157.47461859999999,4671,4724,#C C scoops a soup
157.47461859999999,163.8598586,4724,4915,#C C pours it in the sink
163.8598586,164.8356186,4915,4944,#C C scoops a soup
164.8356186,169.7614386,4944,5092,#C C pours it in the sink
169.7614386,171.2042486,5092,5135,#C C opens the tap
171.2042486,174.53684859999998,5135,5235,#C C rinses the soap dish
174.53684859999998,175.4226186,5235,5262,#C C puts the dish on the kitchen
175.4226186,175.8800686,5262,5276,#C C puts the spoon in the dish
175.8800686,177.3430086,5276,5320,#C C closes the tap
177.3430086,182.9160286,5320,5487,#C C pushes the spoon
182.9160286,185.4290886,5487,5562,#C C picks #unsure in a mesh bowl
185.4290886,187.93494859999998,5562,5637,#C C picks the spoon
187.93494859999998,189.1700286,5637,5674,#C C scoops the soup from the pot
189.1700286,190.58769859999998,5674,5717,#C C pours the soup in the sink
190.58769859999998,192.2976586,5717,5768,#C C puts the spoon in the soup dish
192.2976586,196.9526186,5768,5908,#C C pours the #unsure in the pot
196.9526186,203.29069859999998,5908,6098,#C C throws the bowl in the sink
203.29069859999998,205.0458286,6098,6151,#C C opens the tap
205.0458286,206.7956686,6151,6203,#C C washes the hands
206.7956686,207.6267686,6203,6228,#C C picks a scrubber
207.6267686,208.9295086,6228,6267,#C C puts some soup on it
208.9295086,213.72281859999998,6267,6411,#C C washes the mesh bowls
213.72281859999998,217.5014986,6411,6524,#C C washes the aluminum bowl
217.5014986,219.96430859999998,6524,6598,#C C picks the mesh bowls
219.96430859999998,221.6231786,6598,6648,#C C puts them together
221.6231786,222.8232186,6648,6684,#C C picks a knife
222.8232186,224.9499086,6684,6748,#C C washes the knife
224.9499086,226.8506486,6748,6805,#C C puts the scrubber in the sponge holder
226.8506486,230.6397986,6805,6919,#C C rinses the knife
230.6397986,231.5839786,6919,6947,#C C puts the knife in the rack
231.5839786,232.7622486,6947,6982,#C C pushes the tap
232.7622486,236.4896186,6982,7094,#C C pours the water in the bowl
236.4896186,237.85310859999998,7094,7135,#C C touches the tap
237.85310859999998,242.2574986,7135,7267,#C C rinses the mesh dish
242.2574986,245.8713086,7267,7376,#C C puts the dish in the rack
245.8713086,246.24269859999998,7376,7387,#C C rinses the mesh dish
246.24269859999998,248.6209586,7387,7458,#C C puts the dish in the rack
248.6209586,249.3375786,7458,7479,#C C lifts the sink lid
249.3375786,250.00505859999998,7479,7500,#C C returns the lid
250.00505859999998,253.3325186,7500,7599,#C C rinses the aluminum dish
253.3325186,255.98025859999998,7599,7679,#C C washes the sink with hand
255.98025859999998,261.3458886,7679,7840,#C C rinses the dish
261.3458886,262.8483086,7840,7885,#C C puts the dish in the rack
262.8483086,264.59031860000005,7885,7937,#C C picks a towel
264.59031860000005,265.45498860000004,7937,7963,#C C wipes the sink
265.45498860000004,265.5849086,7963,7967,#C C returns the towel
265.5849086,266.5037386,7967,7994,#C C turns the tap
266.5037386,267.74044860000004,7994,8032,#C C washes the hands
267.74044860000004,269.38924860000003,8032,8081,#C C closes the tap
269.38924860000003,274.4015886,8081,8231,#C C wipes the hands on a towel
274.4015886,276.55287860000004,8231,8296,#C C picks the spoon
276.55287860000004,279.79013860000003,8296,8393,#C C scoops the soup with the spoon
279.79013860000003,283.10661860000005,8393,8493,#C C pours the soup in the sink
283.10661860000005,283.93992860000003,8493,8518,#C C scoops the soup
283.93992860000003,287.46894860000003,8518,8623,#C C pours the soup in the sink
287.46894860000003,290.43809860000005,8623,8713,#C C scoops the top layer from the cooking pot
290.43809860000005,293.57849860000005,8713,8807,#C C pours the liquid in the sink
293.57849860000005,294.5079786,8807,8835,#C C scoops the top layer from the cooking pot
294.5079786,298.1235886,8835,8943,#C C washes the cooking spoon
298.1235886,300.3683886,8943,9010,#C C puts the cooking spoon on the sink top
300.3683886,304.33680860000004,9010,9129,#C C looks around
304.33680860000004,306.7974186,9129,9203,#C C picks the chop stick
306.7974186,308.95932860000005,9203,9268,#C C picks the food stuffs
308.95932860000005,310.41776860000004,9268,9312,#C C drops the food stuff in the pan
310.41776860000004,311.63316860000003,9312,9348,#C C picks the food stuffs
311.63316860000003,311.85425860000004,9348,9355,#C C drops the food stuff in the pan
311.85425860000004,313.00082860000003,9355,9389,#C C picks the food stuffs
313.00082860000003,314.6056386,9389,9438,#C C drops the food stuff in the pan
314.6056386,315.84279860000004,9438,9475,#C C picks the food stuffs
315.84279860000004,317.28871860000004,9475,9518,#C C picks the food stuffs
317.28871860000004,319.0977886,9518,9572,#C C drops the food stuff in the pan
319.0977886,320.72578860000004,9572,9621,#C C stirs the food
320.72578860000004,322.9415086,9621,9688,#C C picks the meat with the chop stick
322.9415086,323.0666086,9688,9691,#C C puts the meat in the cooking pot
323.0666086,325.7740086,9691,9773,#C C stirs the food
325.7740086,328.3562086,9773,9850,#C C picks the meat with the chop stick
328.3562086,329.75323860000003,9850,9892,#C C puts the meat in the cooking pot
329.75323860000003,331.7600086,9892,9952,#C C picks the meat with the chop stick
331.7600086,332.72927860000004,9952,9981,#C C puts the meat in the cooking pot
332.72927860000004,334.47661860000005,9981,10034,#C C stirs the food
334.47661860000005,339.0653386,10034,10171,#C C picks the meat with the chop stick
339.0653386,339.0853386,10171,10172,#C C puts the meat in the cooking pot
339.0853386,341.5077086,10172,10245,#C C stirs the food
341.5077086,342.97412860000003,10245,10289,#C C puts the chop stick on the sink top
342.97412860000003,344.1658886,10289,10324,#C C turns on the tap
344.1658886,346.0609286,10324,10381,#C C picks the chop board
346.0609286,351.2429986,10381,10537,#C C puts the chopping board on in the sink
351.2429986,355.02941860000004,10537,10650,#C C touches the paper
355.02941860000004,358.94887860000006,10650,10768,#C C washes his hands
358.94887860000006,360.39642860000004,10768,10811,#C C picks the sponge
360.39642860000004,366.81089860000003,10811,11004,#C C washes the chop board
366.81089860000003,372.2099486,11004,11166,#C C scrubs the sink top
372.2099486,380.40902860000006,11166,11412,#C C washes the chop board
380.40902860000006,381.7817886,11412,11453,#C C puts the chop board on the sink top
381.7817886,384.4173286,11453,11532,#C C washes the hands
384.4173286,390.6611186,11532,11719,#C C wipes the sink top
390.6611186,394.7220886,11719,11841,#C C wipes the hands
394.7220886,395.89484860000005,11841,11876,#C C walks
395.89484860000005,397.9397086,11876,11938,#C C picks the chop stick
397.9397086,408.51228860000003,11938,12255,#C C stirs the food
408.51228860000003,412.7538086,12255,12382,#C C picks the spoon
412.7538086,415.0360786,12382,12450,#C C stirs the food
415.0360786,417.2573486,12450,12517,#C C scoops the top layer of the soup
417.2573486,420.5888086,12517,12617,#C C washes the spoon
420.5888086,421.84332860000006,12617,12655,#C C scoops the top layer of the soup
421.84332860000006,425.49431860000004,12655,12764,#C C pours the soup in the sink
425.49431860000004,426.1468986,12764,12784,#C C scoops the top layer of the soup
426.1468986,428.7569486,12784,12862,#C C pours the soup in the sink
428.7569486,429.38822860000005,12862,12881,#C C scoops the top layer of the soup
429.38822860000005,431.7831086,12881,12953,#C C pours the soup in the sink
431.7831086,433.3157886,12953,12999,#C C puts the spoon on top of the sink
433.3157886,434.53027860000003,12999,13035,#C C walks
434.53027860000003,436.3517186,13035,13090,#C C picks a sachet
436.3517186,438.61337860000003,13090,13158,#C C opens the sachet
438.61337860000003,443.0319786,13158,13290,#C C pours the liquid in the cooking pot
443.0319786,445.6058886,13290,13368,#C C covers the sachet
445.6058886,446.9870086,13368,13409,#C C puts down the sachet
446.9870086,449.2148886,13409,13476,#C C walks
449.2148886,451.28484860000003,13476,13538,#C C opens the fridge
451.28484860000003,452.4189986,13538,13572,#C C picks the bottle
452.4189986,455.2207986,13572,13656,#C C walks
455.2207986,459.80875860000003,13656,13794,#C C pours the liquid liquid in the cooking pot
459.80875860000003,461.85380860000004,13794,13855,#C C puts the bottle on top of the sink
461.85380860000004,462.9927986,13855,13889,#C C walks
462.9927986,465.27302860000003,13889,13958,#C C opens the fridge
465.27302860000003,466.3077486,13958,13989,#C C picks the bottle
466.3077486,469.2393386,13989,14077,#C C walks
469.2393386,471.01700860000005,14077,14130,#C C pours the liquid in the bottle
471.01700860000005,474.44464860000005,14130,14233,#C C covers the bottle
474.44464860000005,475.9010786,14233,14276,#C C opens the fridge
475.9010786,476.8216386,14276,14304,#C C puts the bottle in the fridge
476.8216386,478.9011686,14304,14366,#C C closes the fridge
478.9011686,479.59851860000003,14366,14387,#C C shakes the bottle
479.59851860000003,483.8673586,14387,14515,#C C pours the liquid in the pan
483.8673586,485.86827860000005,14515,14575,#C C puts the bottle on top of the sink
485.86827860000005,486.6536486,14575,14599,#C C walks
486.6536486,488.5358686,14599,14655,#C C picks the spoon
488.5358686,498.8817986,14655,14966,#C C stirs the food
498.8817986,499.49174860000005,14966,14984,#C C scoops the soup
499.49174860000005,502.60107860000005,14984,15077,#C C tastes the food
502.60107860000005,504.4788186,15077,15134,#C C stirs the food
504.4788186,506.1538886,15134,15184,#C C puts the spoon on the sink top
506.1538886,509.5247186,15184,15285,#C C walks
509.5247186,511.8444786,15285,15355,#C C opens the fridge
511.8444786,513.0541086000001,15355,15391,#C C picks the fridge
513.0541086000001,514.3641386,15391,15430,#C C closes the fridge
514.3641386,520.0129286,15430,15600,#C C walks
520.0129286,527.4833586000001,15600,15824,#C C opens the dish
527.4833586000001,530.0141386,15824,15900,#C C picks the chop stick
530.0141386,533.3902586,15900,16001,#C C picks the cooking spoon
533.3902586,537.5544686,16001,16126,#C C scoops the salt
537.5544686,538.6498286,16126,16159,#C C puts the salt in the cooking pot
538.6498286,541.0157386,16159,16230,#C C puts the spoon in the cup
541.0157386,544.7644586,16230,16342,#C C opens the dish
544.7644586,546.6806386,16342,16400,#C C scoops # #unsure from the dish
546.6806386,568.8745186,16400,17066,#C C stirs the food with the chop stick
568.8745186,569.8802086000001,17066,17096,#C C mixes # #unsure in the pan
569.8802086000001,575.2439186,17096,17257,#C C stirs the food with the cooking spoon and the chop stick
575.2439186,578.7985086,17257,17363,#C C stirs the food with the chop stick
578.7985086,581.3090186000001,17363,17439,#C C puts the chop stick on the bowl
581.3090186000001,583.9507686000001,17439,17518,#C C scoops the soup from the pan
583.9507686000001,585.2147186,17518,17556,#C C tastes the soup
585.2147186,587.4392486,17556,17623,#C C looks around
587.4392486,589.2775986,17623,17678,#C C stirs the food
589.2775986,592.0327586,17678,17760,#C C puts the cooking spoon on top of the sink top
592.0327586,594.6475786,17760,17839,#C C opens the drawer
594.6475786,598.0154586,17839,17940,#C C looks in the drawer
598.0154586,600.3251586,17940,18009,#C C closes the drawer
600.3251586,604.5846286,18009,18137,#C C opens the drawer
604.5846286,606.8262286,18137,18204,#C C picks the lid
606.8262286,608.3397286000001,18204,18250,#C C covers the cooking pot
608.3397286000001,610.7209286,18250,18321,#C C uncovers the pot
610.7209286,613.6979986,18321,18410,#C C covers the cooking pot
613.6979986,616.5915986,18410,18497,#C C looks around
616.5915986,618.8066486,18497,18564,#C C puts on the cooker
618.8066486,625.5754986000001,18564,18767,#C C covers the dish
625.5754986000001,627.3578786,18767,18820,#C C walks
627.3578786,630.4240986,18820,18912,#C C opens the fridge
630.4240986,631.8843686,18912,18956,#C C closes the fridge
631.8843686,633.7875686,18956,19013,#C C opens the fridge
633.7875686,638.7364186,19013,19161,#C C puts the dish in the fridge
638.7364186,640.8183286,19161,19224,#C C arranges the fridge
640.8183286,642.5742886,19224,19277,#C C closes the fridge
642.5742886,646.4236486,19277,19392,#C C walks
646.4236486,647.7771386000001,19392,19433,#C C washes the hands
647.7771386000001,649.7969886,19433,19493,#C C wipes the sink top
649.7969886,651.7414786,19493,19552,#C C washes the hands
651.7414786,652.9204086,19552,19587,#C C picks the utensils
652.9204086,654.2382586,19587,19627,#C C puts the utensils in the sink
654.2382586,655.5377786,19627,19666,#C C picks the sponge
655.5377786,657.2167386,19666,19716,#C C applies soap on the sponge
657.2167386,660.0636586,19716,19801,#C C washes the bowl
660.0636586,662.4539186000001,19801,19873,#C C washes the cooking spoon
662.4539186000001,665.7928686,19873,19973,#C C washes the chop stick
665.7928686,668.8453586,19973,20065,#C C washes the cooking spoon
668.8453586,677.7906886,20065,20333,#C C washes the sink
677.7906886,680.4971586,20333,20414,#C C rinses the sponge
680.4971586,685.4234686000001,20414,20562,#C C rinses the cooking spoon
685.4234686000001,688.8323686,20562,20664,#C C puts the cooking spoon on the drier
688.8323686,691.5279486000001,20664,20745,#C C re arranges the plate
691.5279486000001,696.4306586,20745,20892,#C C washes the bowl
696.4306586,699.9273886,20892,20997,#C C puts the bowl on the drier
699.9273886,701.7543986000001,20997,21052,#C C washes the chop stick
701.7543986000001,703.1443286,21052,21094,#C C washes the sink with the hands
703.1443286,706.1443286,21094,21194,#C C wipes the sink top
