start_timestamp,stop_timestamp,start_frame,stop_frame,narration_text
0.0210286,0.5230385999999999,0,15,#C C checks in the fridge
0.5230385999999999,2.0952586,15,62,#C C #unsure
2.0952586,2.9718486000000004,62,89,#C C closes the fridge
2.9718486000000004,5.6071486,89,168,#C C opens #unsure
5.6071486,8.577528599999999,168,257,#C C presses #unsure in a bowl
8.577528599999999,10.3029786,257,308,#C C closes #unsure
10.3029786,11.418898599999999,308,342,#C C places #unsure on the table
11.418898599999999,12.901208599999999,342,386,#C C picks chopsticks
12.901208599999999,38.0471086,386,1141,#C C mixes #unsure
38.0471086,39.0246686,1141,1170,#C C places the chopsticks on a metal bowl
39.0246686,39.623608600000004,1170,1188,#C C looks around the kitchen
39.623608600000004,40.2928586,1188,1208,#C C picks #unsure
40.2928586,41.0917286,1208,1232,#C C walks around the kitchen
41.0917286,43.2871286,1232,1298,#C C opens fridge
43.2871286,45.6796186,1298,1370,#C C places #unsure in the fridge
45.6796186,46.3897286,1370,1391,#C C closes fridge
46.3897286,47.1482386,1391,1414,#C C walks around the kitchen
47.1482386,47.7648086,1414,1432,#C C picks phone
47.7648086,48.2489986,1432,1447,#C C opens the phone cover
48.2489986,60.5952086,1447,1817,#C C uses phone
60.5952086,61.195868600000004,1817,1835,#C C closes the phone cover
61.195868600000004,62.8538586,1835,1885,#C C places the phone on the table
62.8538586,64.07993859999999,1885,1922,#C C looks around the kitchen
64.07993859999999,64.6641786,1922,1939,#C C moves a cup on the table
64.6641786,65.6744686,1939,1970,#C C picks #unsure
65.6744686,67.04827859999999,1970,2011,#C C opens #unsure
67.04827859999999,70.6749186,2011,2120,#C C pours #unsure in a cup
70.6749186,71.5002686,2120,2144,#C C closes #unsure
71.5002686,72.9396386,2144,2188,#C C places #unsure on the table
72.9396386,83.16096859999999,2188,2494,#C C checks in the basket
83.16096859999999,84.13857859999999,2494,2524,#C C picks #unsure
84.13857859999999,89.74759859999999,2524,2692,#C C opens #unsure
89.74759859999999,96.09147859999999,2692,2882,#C C places #unsure in the cup
96.09147859999999,100.36781859999999,2882,3010,#C C spreads' #unsure
100.36781859999999,105.8090486,3010,3174,#C C closes #unsure
105.8090486,106.48980859999999,3174,3194,#C C places #unsure in a basket
106.48980859999999,107.2075986,3194,3216,#C C looks around the kitchen
107.2075986,108.06868859999999,3216,3241,#C C picks chopsticks
108.06868859999999,110.55069859999999,3241,3316,#C C mixes #unsure
110.55069859999999,111.0171886,3316,3330,#C C places chopsticks on the metal bowl
111.0171886,112.58033859999999,3330,3377,#C C picks spoons
112.58033859999999,114.5253286,3377,3435,#C C mixes #unsure in the cup
114.5253286,115.0037186,3435,3449,#C C lifts the cup
115.0037186,117.08941859999999,3449,3512,#C C mixes #unsure in the cup
117.08941859999999,118.65676859999999,3512,3559,#C C places the cup on the table
